para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
"[26, 3.5]",2.02,0.54,-36.10%,2023-10-24 01:00:00,2024-03-03 14:00:00,1.49,30.0,39.0,43.48%,1.45%,2.13,42.91%,-15.78%,3 天 0 小时 0 分钟,0 天 2 小时 0 分钟,1 天 0 小时 42 分钟,4.0,5.0,0.03603363002488513,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[474, 6.0]",2.65,0.82,-55.02%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.49,2.0,1.0,66.67%,70.04%,4.06,223.12%,-29.50%,20 天 21 小时 0 分钟,12 天 16 小时 0 分钟,18 天 0 小时 20 分钟,2.0,1.0,0.05036100577722058,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[240, 4.5]",2.83,0.89,-59.93%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.49,4.0,7.0,36.36%,34.51%,9.76,432.91%,-24.56%,18 天 11 小时 0 分钟,0 天 10 小时 0 分钟,7 天 2 小时 38 分钟,2.0,3.0,0.05376252190969999,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[476, 6.0]",2.65,0.82,-55.02%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.49,2.0,1.0,66.67%,70.04%,4.06,223.12%,-29.50%,20 天 21 小时 0 分钟,12 天 16 小时 0 分钟,18 天 0 小时 20 分钟,2.0,1.0,0.05036100577722058,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[50, 3.5]",2.25,0.64,-43.22%,2023-06-24 12:00:00,2023-10-24 06:00:00,1.49,28.0,38.0,42.42%,1.95%,2.24,68.18%,-15.78%,4 天 1 小时 0 分钟,0 天 2 小时 0 分钟,1 天 18 小时 5 分钟,3.0,5.0,0.04169689421649281,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[36, 4.0]",1.94,0.5,-33.63%,2023-05-15 17:00:00,2023-06-21 01:00:00,1.49,17.0,15.0,53.12%,2.76%,1.81,42.91%,-15.78%,3 天 21 小时 0 分钟,0 天 6 小时 0 分钟,1 天 13 小时 5 分钟,3.0,3.0,0.03395103038584657,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[484, 6.0]",2.64,0.81,-55.02%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.48,2.0,1.0,66.67%,69.85%,4.05,223.12%,-29.50%,20 天 22 小时 0 分钟,12 天 16 小时 0 分钟,18 天 0 小时 40 分钟,2.0,1.0,0.05009900898168396,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[254, 4.5]",2.89,0.91,-61.70%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.48,4.0,7.0,36.36%,34.02%,9.54,421.78%,-25.72%,18 天 12 小时 0 分钟,0 天 10 小时 0 分钟,7 天 9 小时 32 分钟,2.0,3.0,0.05479527066518375,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[250, 3.5]",3.23,1.05,-70.83%,2024-03-14 06:00:00,2024-12-21 07:00:00,1.48,9.0,18.0,33.33%,16.65%,7.19,477.22%,-17.93%,19 天 3 小时 0 分钟,0 天 10 小时 0 分钟,6 天 21 小时 20 分钟,2.0,7.0,0.06081282024811552,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[142, 1.0]",3.3,1.08,-73.55%,2023-10-26 20:00:00,2024-01-18 06:00:00,1.47,49.0,127.0,27.84%,3.49%,5.11,557.40%,-14.28%,16 天 14 小时 0 分钟,0 天 0 小时 0 分钟,2 天 15 小时 33 分钟,5.0,10.0,0.06195350093313068,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[124, 4.0]",2.31,0.67,-46.04%,2023-10-26 20:00:00,2024-02-27 00:00:00,1.46,11.0,15.0,42.31%,11.40%,4.33,347.04%,-23.84%,14 天 8 小时 0 分钟,0 天 10 小时 0 分钟,4 天 3 小时 11 分钟,3.0,4.0,0.04311430347594092,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[454, 3.5]",3.1,1.0,-69.11%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.45,7.0,7.0,50.00%,31.04%,4.29,456.88%,-37.82%,32 天 12 小时 0 分钟,3 天 4 小时 0 分钟,14 天 5 小时 12 分钟,3.0,2.0,0.058607216304527254,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[294, 4.5]",2.86,0.9,-61.97%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.45,4.0,5.0,44.44%,42.05%,7.22,425.92%,-32.71%,18 天 14 小时 0 分钟,3 天 5 小时 0 分钟,9 天 13 小时 0 分钟,2.0,4.0,0.05423686203664513,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[292, 4.5]",2.86,0.9,-61.97%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.45,4.0,5.0,44.44%,42.05%,7.22,425.92%,-32.71%,18 天 14 小时 0 分钟,3 天 5 小时 0 分钟,9 天 13 小时 0 分钟,2.0,4.0,0.05423686203664513,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[306, 3.5]",3.33,1.09,-75.25%,2024-03-14 06:00:00,2024-11-07 13:00:00,1.45,6.0,13.0,31.58%,24.69%,7.94,467.62%,-30.72%,19 天 4 小时 0 分钟,0 天 10 小时 0 分钟,8 天 20 小时 50 分钟,2.0,5.0,0.06247579524640967,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[302, 4.5]",2.8,0.88,-61.09%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.44,5.0,4.0,55.56%,40.52%,4.9,413.10%,-34.72%,18 天 13 小时 0 分钟,3 天 5 小时 0 分钟,9 天 15 小时 6 分钟,2.0,2.0,0.05325284987045453,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[256, 4.5]",2.82,0.89,-61.70%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.43,4.0,7.0,36.36%,33.78%,9.49,421.78%,-25.72%,18 天 12 小时 0 分钟,0 天 10 小时 0 分钟,7 天 9 小时 38 分钟,2.0,3.0,0.05350042334997518,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[142, 4.0]",2.43,0.72,-50.49%,2023-10-26 20:00:00,2024-02-27 00:00:00,1.43,14.0,16.0,46.67%,9.97%,3.4,341.50%,-23.84%,14 天 9 小时 0 分钟,0 天 10 小时 0 分钟,4 天 12 小时 48 分钟,3.0,5.0,0.04575811774563454,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[48, 4.5]",1.83,0.45,-31.49%,2023-06-22 17:00:00,2023-10-24 06:00:00,1.43,11.0,13.0,45.83%,3.18%,2.79,38.28%,-12.53%,4 天 1 小时 0 分钟,0 天 16 小时 0 分钟,1 天 21 小时 55 分钟,3.0,3.0,0.03095921392798795,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[288, 4.5]",2.93,0.93,-65.50%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.42,5.0,5.0,50.00%,38.93%,5.61,434.81%,-32.71%,18 天 13 小时 0 分钟,3 天 5 小时 0 分钟,9 天 4 小时 36 分钟,2.0,2.0,0.055518934499906525,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[102, 1.5]",2.96,0.94,-66.54%,2023-10-26 20:00:00,2024-01-04 15:00:00,1.42,53.0,121.0,30.46%,2.48%,3.85,337.08%,-16.24%,11 天 10 小时 0 分钟,0 天 0 小时 0 分钟,2 天 7 小时 22 分钟,3.0,8.0,0.05613428025666867,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[286, 4.5]",2.93,0.93,-65.50%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.42,5.0,5.0,50.00%,38.93%,5.61,434.81%,-32.71%,18 天 13 小时 0 分钟,3 天 5 小时 0 分钟,9 天 4 小时 36 分钟,2.0,2.0,0.055518934499906525,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[104, 1.5]",2.95,0.94,-66.06%,2023-10-26 20:00:00,2024-01-04 15:00:00,1.42,54.0,119.0,31.21%,2.49%,3.74,340.10%,-14.87%,11 天 10 小时 0 分钟,0 天 0 小时 0 分钟,2 天 8 小时 0 分钟,4.0,8.0,0.05587757069069821,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[478, 3.5]",3.17,1.03,-72.64%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.41,7.0,6.0,53.85%,31.63%,3.87,426.57%,-45.36%,32 天 15 小时 0 分钟,3 天 4 小时 0 分钟,15 天 10 小时 18 分钟,3.0,2.0,0.05972375326720347,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[68, 2.5]",2.76,0.86,-61.14%,2024-03-05 01:00:00,2024-04-03 02:00:00,1.41,52.0,88.0,37.14%,1.67%,2.49,99.33%,-16.48%,7 天 9 小时 0 分钟,0 天 2 小时 0 分钟,1 天 23 小时 12 分钟,4.0,7.0,0.052487020587392186,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[76, 2.0]",2.92,0.93,-65.91%,2023-10-26 20:00:00,2024-01-10 14:00:00,1.41,60.0,113.0,34.68%,1.40%,2.71,106.52%,-14.28%,7 天 18 小时 0 分钟,0 天 0 小时 0 分钟,2 天 0 小时 32 分钟,6.0,8.0,0.05537119678989044,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[92, 1.0]",3.11,1.0,-71.25%,2023-10-26 20:00:00,2024-01-17 18:00:00,1.41,67.0,178.0,27.35%,1.85%,4.31,341.93%,-14.28%,11 天 8 小时 0 分钟,0 天 0 小时 0 分钟,1 天 20 小时 39 分钟,3.0,11.0,0.05879916498353954,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[284, 4.5]",2.89,0.92,-65.50%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.4,5.0,5.0,50.00%,38.80%,5.59,434.81%,-32.71%,18 天 13 小时 0 分钟,3 天 5 小时 0 分钟,9 天 2 小时 54 分钟,2.0,2.0,0.05485407738113679,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[96, 1.5]",2.98,0.95,-68.27%,2023-10-26 20:00:00,2024-01-04 15:00:00,1.39,53.0,128.0,29.28%,2.38%,4.06,337.08%,-16.24%,11 天 1 小时 0 分钟,0 天 0 小时 0 分钟,2 天 5 小时 5 分钟,3.0,8.0,0.05650921885358762,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[34, 3.5]",1.95,0.5,-36.38%,2023-05-20 17:00:00,2023-06-20 19:00:00,1.39,30.0,40.0,42.86%,1.52%,2.12,56.48%,-15.78%,3 天 16 小时 0 分钟,0 天 2 小时 0 分钟,1 天 5 小时 24 分钟,3.0,8.0,0.03411831422687728,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[140, 1.0]",3.14,1.02,-74.34%,2023-10-26 20:00:00,2024-02-07 14:00:00,1.37,50.0,129.0,27.93%,3.41%,5.03,557.40%,-14.28%,16 天 14 小时 0 分钟,0 天 0 小时 0 分钟,2 天 14 小时 13 分钟,5.0,10.0,0.05933949291341123,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[296, 4.5]",2.77,0.87,-63.12%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.37,4.0,5.0,44.44%,41.82%,7.03,425.92%,-34.72%,18 天 14 小时 0 分钟,3 天 5 小时 0 分钟,9 天 13 小时 20 分钟,2.0,4.0,0.052609129059743465,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[20, 3.0]",2.7,0.84,-61.04%,2023-06-22 02:00:00,2024-02-26 17:00:00,1.37,56.0,108.0,34.15%,1.05%,2.81,91.98%,-11.79%,3 天 0 小时 0 分钟,0 天 1 小时 0 分钟,0 天 16 小时 37 分钟,4.0,9.0,0.0513209366289058,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[456, 3.5]",2.99,0.96,-70.21%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.36,7.0,7.0,50.00%,30.12%,4.15,445.26%,-37.82%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 5 小时 55 分钟,3.0,2.0,0.05667050972205412,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[308, 3.5]",3.16,1.02,-75.66%,2024-03-14 06:00:00,2024-11-07 13:00:00,1.35,6.0,13.0,31.58%,24.22%,7.71,462.55%,-30.98%,19 天 9 小时 0 分钟,0 天 8 小时 0 分钟,8 天 22 小时 15 分钟,2.0,5.0,0.05965011947406418,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[222, 4.5]",2.7,0.84,-61.99%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.35,6.0,7.0,46.15%,26.59%,5.76,396.63%,-23.00%,18 天 7 小时 0 分钟,0 天 10 小时 0 分钟,7 天 3 小时 55 分钟,3.0,3.0,0.05125157259070279,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[40, 4.0]",1.79,0.43,-31.80%,2023-05-15 17:00:00,2023-06-21 01:00:00,1.35,15.0,20.0,42.86%,2.22%,2.58,39.44%,-15.78%,3 天 21 小时 0 分钟,0 天 17 小时 0 分钟,1 天 14 小时 29 分钟,4.0,4.0,0.02980105294434554,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[224, 4.5]",2.7,0.84,-61.99%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.35,6.0,7.0,46.15%,26.59%,5.76,396.63%,-23.00%,18 天 7 小时 0 分钟,0 天 10 小时 0 分钟,7 天 3 小时 55 分钟,3.0,3.0,0.05125157259070279,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[226, 4.5]",2.7,0.84,-61.99%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.35,6.0,7.0,46.15%,26.59%,5.76,396.63%,-23.00%,18 天 7 小时 0 分钟,0 天 10 小时 0 分钟,7 天 4 小时 13 分钟,3.0,3.0,0.05125638861828041,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[230, 4.5]",2.72,0.85,-62.76%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.35,6.0,7.0,46.15%,26.71%,5.7,396.63%,-24.56%,18 天 7 小时 0 分钟,0 天 10 小时 0 分钟,7 天 6 小时 23 分钟,3.0,3.0,0.051714436572209976,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[300, 4.5]",2.74,0.85,-63.55%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.34,4.0,5.0,44.44%,41.70%,6.94,425.92%,-34.72%,18 天 14 小时 0 分钟,3 天 5 小时 0 分钟,9 天 13 小时 53 分钟,2.0,4.0,0.05198422831212457,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[466, 3.5]",2.99,0.96,-71.16%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.34,7.0,7.0,50.00%,30.11%,4.18,445.26%,-38.51%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 12 小时 21 分钟,3.0,2.0,0.05671308363287575,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[298, 4.5]",2.74,0.85,-63.55%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.34,4.0,5.0,44.44%,41.70%,6.94,425.92%,-34.72%,18 天 14 小时 0 分钟,3 天 5 小时 0 分钟,9 天 13 小时 53 分钟,2.0,4.0,0.05198422831212457,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[310, 3.5]",3.13,1.01,-75.66%,2024-03-14 06:00:00,2024-11-07 13:00:00,1.34,6.0,13.0,31.58%,24.17%,7.67,462.55%,-30.98%,19 天 9 小时 0 分钟,0 天 7 小时 0 分钟,8 天 22 小时 15 分钟,2.0,5.0,0.05912899925561299,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[118, 4.0]",2.32,0.67,-50.42%,2024-03-09 00:00:00,2024-12-31 23:00:00,1.34,11.0,15.0,42.31%,11.49%,4.37,349.89%,-23.84%,14 天 6 小时 0 分钟,0 天 10 小时 0 分钟,4 天 1 小时 13 分钟,3.0,3.0,0.04327028724597537,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[96, 2.0]",3.1,1.0,-75.23%,2024-03-05 01:00:00,2024-07-30 15:00:00,1.33,47.0,92.0,33.81%,3.01%,3.46,327.71%,-16.09%,11 天 1 小时 0 分钟,0 天 3 小时 0 分钟,2 天 12 小时 43 分钟,4.0,7.0,0.05855288233918876,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[148, 1.0]",3.14,1.02,-76.37%,2023-10-26 20:00:00,2024-01-10 14:00:00,1.33,46.0,124.0,27.06%,3.61%,5.27,556.86%,-14.28%,16 天 16 小时 0 分钟,0 天 0 小时 0 分钟,2 天 17 小时 43 分钟,5.0,10.0,0.05930780130352975,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[90, 2.0]",2.84,0.89,-67.35%,2023-10-26 20:00:00,2024-02-25 00:00:00,1.33,48.0,102.0,32.00%,2.74%,3.65,321.33%,-16.24%,11 天 0 小时 0 分钟,0 天 3 小时 0 分钟,2 天 8 小时 33 分钟,3.0,8.0,0.053869236046927504,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[80, 4.0]",2.26,0.65,-48.85%,2024-03-05 01:00:00,2024-04-03 11:00:00,1.33,17.0,20.0,45.95%,5.15%,2.59,196.77%,-20.26%,7 天 21 小时 0 分钟,0 天 10 小时 0 分钟,2 天 19 小时 8 分钟,4.0,4.0,0.04189759522514769,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[52, 4.0]",1.85,0.46,-34.68%,2023-06-24 12:00:00,2023-10-24 06:00:00,1.32,17.0,21.0,44.74%,2.28%,2.21,43.98%,-15.78%,4 天 4 小时 0 分钟,0 天 11 小时 0 分钟,1 天 21 小时 45 分钟,3.0,3.0,0.03145460275849832,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[228, 4.5]",2.64,0.81,-62.76%,2024-03-14 06:00:00,2024-12-31 23:00:00,1.3,6.0,7.0,46.15%,26.46%,5.66,396.63%,-24.56%,18 天 7 小时 0 分钟,0 天 10 小时 0 分钟,7 天 4 小时 36 分钟,3.0,3.0,0.05012108220753264,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[304, 4.5]",2.6,0.8,-61.09%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.3,5.0,4.0,55.56%,39.83%,4.5,413.10%,-34.72%,18 天 13 小时 0 分钟,3 天 5 小时 0 分钟,9 天 14 小时 26 分钟,2.0,2.0,0.04935773365187868,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[464, 3.5]",2.92,0.93,-71.27%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.3,7.0,7.0,50.00%,29.93%,4.11,445.26%,-38.51%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 9 小时 42 分钟,3.0,2.0,0.0554283934732418,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[54, 2.5]",2.4,0.71,-54.70%,2024-03-05 01:00:00,2024-04-07 09:00:00,1.3,62.0,112.0,35.63%,1.26%,2.53,83.49%,-14.28%,7 天 9 小时 0 分钟,0 天 0 小时 0 分钟,1 天 13 小时 32 分钟,5.0,9.0,0.04512370638195007,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[144, 1.0]",3.0,0.96,-74.65%,2023-10-26 20:00:00,2024-01-10 14:00:00,1.29,49.0,126.0,28.00%,3.47%,5.01,557.40%,-14.28%,16 天 14 小时 0 分钟,0 天 0 小时 0 分钟,2 天 15 小时 47 分钟,5.0,10.0,0.05684648337724485,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[400, 3.5]",3.04,0.98,-75.44%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.29,8.0,7.0,53.33%,30.44%,3.74,486.84%,-37.19%,31 天 4 小时 0 分钟,3 天 4 小时 0 分钟,12 天 11 小时 48 分钟,3.0,2.0,0.057538662857067324,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[458, 3.5]",2.89,0.92,-71.18%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.29,7.0,7.0,50.00%,29.87%,4.11,445.26%,-38.51%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 6 小时 17 分钟,3.0,2.0,0.05491221718414763,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[238, 3.5]",2.96,0.94,-73.14%,2024-03-14 06:00:00,2024-12-21 07:00:00,1.29,9.0,18.0,33.33%,16.67%,7.12,489.54%,-22.36%,19 天 2 小时 0 分钟,0 天 10 小时 0 分钟,6 天 10 小时 31 分钟,2.0,7.0,0.05611699726341457,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[468, 3.5]",2.9,0.92,-71.97%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.28,7.0,7.0,50.00%,29.85%,4.14,445.26%,-38.51%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 12 小时 47 分钟,3.0,2.0,0.05503987618433159,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[460, 3.5]",2.88,0.91,-71.18%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.28,7.0,7.0,50.00%,29.85%,4.1,445.26%,-38.51%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 6 小时 30 分钟,3.0,2.0,0.05474549707323373,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[112, 4.0]",2.26,0.65,-50.99%,2024-03-05 01:00:00,2024-12-31 23:00:00,1.27,12.0,16.0,42.86%,8.17%,3.74,260.13%,-23.84%,10 天 1 小时 0 分钟,0 天 10 小时 0 分钟,3 天 21 小时 10 分钟,3.0,4.0,0.041996391304373715,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[74, 2.0]",2.69,0.83,-65.49%,2023-10-26 20:00:00,2024-01-10 14:00:00,1.27,62.0,116.0,34.83%,1.32%,2.65,104.36%,-14.28%,8 天 0 小时 0 分钟,0 天 0 小时 0 分钟,1 天 23 小时 31 分钟,6.0,8.0,0.05111432140690275,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[94, 1.0]",2.86,0.9,-71.06%,2023-10-26 20:00:00,2024-01-17 18:00:00,1.27,65.0,177.0,26.86%,1.84%,4.37,341.93%,-14.28%,11 天 8 小时 0 分钟,0 天 0 小时 0 分钟,1 天 21 小时 28 分钟,3.0,10.0,0.05437872976524849,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[490, 4.5]",2.52,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.26,3.0,3.0,50.00%,39.41%,5.47,263.88%,-30.76%,20 天 22 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 20 分钟,1.0,1.0,0.047664251474730746,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[488, 4.5]",2.52,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.26,3.0,3.0,50.00%,39.41%,5.47,263.88%,-30.76%,20 天 22 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 20 分钟,1.0,1.0,0.047664251474730746,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[494, 4.5]",2.52,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.26,3.0,3.0,50.00%,39.41%,5.47,263.88%,-30.76%,20 天 22 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 20 分钟,1.0,1.0,0.047664251474730746,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[496, 4.5]",2.52,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.26,3.0,3.0,50.00%,39.41%,5.47,263.88%,-30.76%,20 天 22 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 20 分钟,1.0,1.0,0.047664251474730746,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[492, 4.5]",2.52,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.26,3.0,3.0,50.00%,39.41%,5.47,263.88%,-30.76%,20 天 22 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 20 分钟,1.0,1.0,0.047664251474730746,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[486, 4.5]",2.52,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.26,3.0,3.0,50.00%,39.41%,5.47,263.88%,-30.76%,20 天 22 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 20 分钟,1.0,1.0,0.047664251474730746,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[462, 3.5]",2.86,0.9,-71.88%,2024-03-14 06:00:00,2025-01-01 00:00:00,1.26,7.0,7.0,50.00%,29.77%,4.09,445.26%,-38.51%,32 天 13 小时 0 分钟,3 天 4 小时 0 分钟,14 天 6 小时 51 分钟,3.0,2.0,0.05429773631803814,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[498, 4.5]",2.51,0.76,-60.49%,2024-03-14 06:00:00,2024-12-11 01:00:00,1.25,3.0,3.0,50.00%,39.31%,5.46,263.88%,-30.76%,20 天 23 小时 0 分钟,10 天 2 小时 0 分钟,15 天 20 小时 30 分钟,1.0,1.0,0.04740616448328683,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[160, 5.5]",1.51,0.29,-22.87%,2023-10-26 20:00:00,2024-05-16 14:00:00,1.25,5.0,1.0,83.33%,7.46%,1.18,14.89%,-9.13%,13 天 4 小时 0 分钟,4 天 19 小时 0 分钟,8 天 19 小时 10 分钟,5.0,1.0,0.020917775645466596,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[38, 4.0]",1.86,0.46,-37.18%,2023-06-22 17:00:00,2023-12-04 14:00:00,1.24,17.0,19.0,47.22%,2.32%,2.15,39.44%,-15.78%,3 天 21 小时 0 分钟,0 天 6 小时 0 分钟,1 天 14 小时 26 分钟,4.0,4.0,0.031633565068660996,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[240, 3.5]",2.88,0.91,-73.33%,2024-03-14 06:00:00,2024-12-21 07:00:00,1.24,9.0,18.0,33.33%,16.56%,7.09,489.54%,-22.36%,19 天 2 小时 0 分钟,0 天 10 小时 0 分钟,6 天 10 小时 37 分钟,2.0,7.0,0.05475082688935928,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[90, 1.0]",2.89,0.91,-73.97%,2023-10-26 20:00:00,2024-02-24 07:00:00,1.24,69.0,182.0,27.49%,1.78%,4.23,341.93%,-11.90%,11 天 8 小时 0 分钟,0 天 0 小时 0 分钟,1 天 19 小时 47 分钟,3.0,11.0,0.054845753338899295,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[88, 1.0]",2.92,0.93,-75.10%,2023-10-26 20:00:00,2024-01-17 18:00:00,1.24,73.0,186.0,28.19%,1.73%,4.06,341.93%,-11.90%,11 天 8 小时 0 分钟,0 天 0 小时 0 分钟,1 天 18 小时 20 分钟,3.0,12.0,0.05542341310650989,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
